"Hugo_Symbol","Low","High","pval","or","ci.up","ci.low","adjPval"
"PCDHA1",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PCDHA11",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"PCDHA7",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"PCDHGC3",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"PDHA2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"PDZD8",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PER3",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PHF2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"PIP5K1C",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PLCG2",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PLCL2",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PLEKHG4B",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"PNPLA7",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"POLRMT",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PPL",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PPRC1",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"PRAM1",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"PTGER3",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"RAI1",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"RALGAPA2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"RBM33",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"RELN",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"RGS12",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"RIMBP2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"RNF216",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"RXFP3",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"SALL2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"SCAF11",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"SCAF8",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"SCN9A",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"SETD1A",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"SHANK1",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"SIPA1",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"SLC16A6",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"SLC3A2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"SLC4A11",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"SLC5A2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"SORCS1",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"SPRTN",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"TBR1",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"TMPO",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"TNKS2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"TRAPPC9",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"UBR5",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"UGGT2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"USP19",4,2,0.64040536122916,2.40592280448076,33.1769086769644,0.262839019352348,1
"WNK2",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"ZC3H13",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"ZDHHC7",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"ZNF318",2,4,0.64040536122916,0.415640933340675,3.80461014678895,0.0301414459598018,1
"ABCA13",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"AFDN",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"ATP13A3",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"B4GALNT1",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"BMPR2",9,7,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"BOC",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
