"ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol","chromosome_name","abslogfold"
"ENSG00000007516",216.758253591499,-0.969605296017991,1.13659760599691,-0.853077017672893,0.393616595351332,0.99998225410374,"BAIAP3","16",0.969605296017991
"ENSG00000007520",1349.20401175559,0.496774002089219,0.933737122933552,0.532027687330764,0.594706819413558,0.99998225410374,"TSR3","16",0.496774002089219
"ENSG00000007541",1371.61281509546,0.429396675467967,0.88064352026608,0.48759420308711,0.625837302432761,0.99998225410374,"PIGQ","16",0.429396675467967
"ENSG00000007545",574.638269042665,0.465081644663298,0.911103078964345,0.510459963752903,0.60972925646541,0.99998225410374,"CRAMP1","16",0.465081644663298
"ENSG00000007866",1581.68204943464,0.187716370998916,0.832276317295933,0.225545731745445,0.821554752933393,0.99998225410374,"TEAD3","6",0.187716370998916
"ENSG00000007908",152.650659327944,1.10945059789327,1.19992515706944,0.924599831378536,0.355174100796687,0.99998225410374,"SELE","1",1.10945059789327
"ENSG00000007923",1864.57055135426,-1.31832840132538,0.83535112197976,-1.57817277865262,0.114525922091069,0.99998225410374,"DNAJC11","1",1.31832840132538
"ENSG00000007933",38.4374870495708,0.889524980590398,1.8287870518716,0.486401617771762,0.626682443775802,0.99998225410374,"FMO3","1",0.889524980590398
"ENSG00000007944",869.042139813208,-0.381096092090594,0.970758769498842,-0.392575482256355,0.69463305098463,0.99998225410374,"MYLIP","6",0.381096092090594
"ENSG00000007952",2638.56402286302,2.76358857286255,1.22181564645483,2.26187034098088,0.0237054153047937,0.500580323923954,"NOX1","X",2.76358857286255
"ENSG00000007968",900.36602829505,-0.0632551104010394,0.934679627860289,-0.0676757131701329,0.946043783058663,0.99998225410374,"E2F2","1",0.0632551104010394
"ENSG00000008018",8062.10415202454,0.0107306940671795,0.990922800943393,0.0108289909738311,0.991359884160046,0.99998225410374,"PSMB1","6",0.0107306940671795
"ENSG00000008056",49.7906099124143,0.964414006558553,1.6679344294872,0.57820858512709,0.563123303299084,0.99998225410374,"SYN1","X",0.964414006558553
"ENSG00000008083",804.562615048487,-1.06598418023248,1.01773956348268,-1.04740369587747,0.294913427854454,0.99998225410374,"JARID2","6",1.06598418023248
"ENSG00000008086",279.787839311125,2.29880117738558,1.24341657446873,1.84877797560948,0.0644898788583067,0.825275906144779,"CDKL5","X",2.29880117738558
"ENSG00000008118",18.9952273348171,0.613352091927347,2.1565805289538,0.284409547286832,0.776096543299766,0.99998225410374,"CAMK1G","1",0.613352091927347
"ENSG00000008128",69.330110032996,-0.574530644045577,1.42068682033286,-0.404403444744401,0.685916067494169,0.99998225410374,"CDK11A","1",0.574530644045577
"ENSG00000008130",3304.33277493615,-0.185393423905626,0.887325474378656,-0.208935085556341,0.83449891424452,0.99998225410374,"NADK","1",0.185393423905626
"ENSG00000008226",37.489864142045,-0.302988073880458,1.7674422563507,-0.171427424455749,0.863887692348105,0.99998225410374,"DLEC1","3",0.302988073880458
