"Pesticide_1","Pesticide_2","Estimate_Pest1_adj","Pvalue_Pest1_adj","Estimate_Pest2_adj","Pvalue_Pest2_adj","Correlation","Correlation_pvalue","N_obs","N_SC","Estimate_Pest1_unadj","Pvalue_Pest1_unadj","N_SC_Pest1_unadj","Estimate_Pest2_unadj","Pvalue_Pest2_unadj","N_SC_Pest2_unadj","Filters"
"XATRAZINE","XACETOCHLOR",0.486853432977557,0.0357427127848111,-0.0661840065286119,0.727198651587945,0.922105608534906,0,1526,101,0.41401583201571,6.11014333352403e-05,102,0.292185039844041,0.00057571724619214,101,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","XIMIDACLOPRID",0.278982807224393,0.0113252060848427,-0.0941420917867178,0.503631215543946,0.527528756046852,1.18586231030078e-107,1492,101,0.239118177733752,0.0101374199848756,102,0.0961144278725314,0.422036049203428,101,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","XRIMSULFURON",0.173498119888462,0.364425149265113,0.303004286728497,0.157703849010761,0.856711823991476,0,1449,101,0.398447260537816,0.000254075789479173,102,0.463827066006614,0.000154016541384143,101,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","XGLUFOSINATE",0.0220281217824414,0.917676299576995,0.35966443021433,0.0504458203319207,0.84625445740882,0,1301,99,0.37909686268634,0.000767476576005191,102,0.375958916262421,0.000104176476758918,99,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","XTEBUPIRIMPHOS",0.40403692792859,0.14165551210525,0.0952718436098853,0.742680356905702,0.88431333414136,0,1045,79,0.482005665115745,0.000657436248806652,102,0.462906852548861,0.00199329180704861,79,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","XDIFLUFENZOPYR",0.542719784384176,0.0161131416280453,-0.136356271089162,0.607027903288088,0.876103697339306,0,1189,98,0.444773602689068,0.000318661478208216,102,0.400092440652873,0.00601881074039826,98,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","XFLUMIOXAZIN",-0.214170313808762,0.502601467493725,0.567695848729208,0.0703169465604958,0.830697306656394,3.6080080123045e-191,745,90,0.278141499405763,0.102559065503234,102,0.389532293904502,0.0194276834265647,90,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XALACHLOR",0.130237660826257,0.384214744490693,0.236867003325471,0.0241199710371451,0.651250860106112,1.73039289337575e-229,1898,100,0.3162374457024,0.0116230974762195,103,0.288391091944886,0.00103102655541454,100,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XATRAZINE",-0.00239700797210693,0.987501098334133,0.312538509927699,0.00303413421785362,0.689828603633121,1.26759314709369e-280,1986,102,0.278337017487578,0.021653744373756,103,0.311554410727952,0.00018892907662067,102,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XCHLOROTHALONIL",0.217925934486245,0.106843677643918,0.176721041074319,0.13714602743297,0.541808647776917,1.66637987331443e-149,1954,103,0.313177539905564,0.00891211506623696,103,0.264901947826861,0.0126736811293775,103,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XCLOPYRALID",0.159434806544595,0.22578176164721,0.281293844123754,0.0136994291204759,0.422981233329061,2.71366511939216e-83,1899,103,0.277430606868579,0.0248725895023907,103,0.332350406295555,0.00180414941230702,103,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
